Timestamp,Vibration (mm/s),Temperature (°C),Pressure (bar),Mean Temp,Fault Label,RMS Vibration,Severity
2023-03-10 00:00:00,0.4370861069626263,64.81063430708957,7.785117051207718,90.56138441433627,1,0.4370861069626263,MEDIUM
2023-03-10 00:01:00,0.9556428757689246,93.35207579026866,7.740936397215999,90.56138441433627,1,0.9556428757689246,MEDIUM
2023-03-10 00:02:00,0.7587945476302645,119.83566687011266,9.71876374156311,90.56138441433627,0,0.7587945476302645,LOW
2023-03-10 00:03:00,0.6387926357773329,108.5779909127649,7.748638599548518,90.56138441433627,1,0.6387926357773329,MEDIUM
2023-03-10 00:04:00,0.2404167763981928,114.52489182891598,7.815849178385893,90.56138441433627,0,0.2404167763981928,LOW
2023-03-10 00:05:00,0.2403950683025824,102.70266933685738,9.278194787253891,90.56138441433627,1,0.2403950683025824,MEDIUM
2023-03-10 00:06:00,0.1522752509513795,105.3821251614282,8.34921952735162,90.56138441433627,2,0.1522752509513795,HIGH
2023-03-10 00:07:00,0.8795585311974417,117.93565212522554,9.330131670865544,90.56138441433627,0,0.8795585311974417,LOW
2023-03-10 00:08:00,0.6410035105688879,69.97344070873487,7.196098472693156,90.56138441433627,1,0.6410035105688879,MEDIUM
2023-03-10 00:09:00,0.737265320016441,89.15399709145123,8.462713581020154,90.56138441433627,0,0.737265320016441,LOW
2023-03-10 00:10:00,0.1185260448662222,67.69675534556818,7.100840800549848,90.56138441433627,0,0.1185260448662222,LOW
2023-03-10 00:11:00,0.9729188669457948,129.01344063973175,7.187959610366064,90.56138441433627,0,0.9729188669457948,LOW
2023-03-10 00:12:00,0.8491983767203796,125.52474717492906,9.719312360033232,90.56138441433627,0,0.8491983767203796,LOW
2023-03-10 00:13:00,0.2911051996104485,53.15414490948047,7.4177361133527855,90.56138441433627,0,0.2911051996104485,LOW
2023-03-10 00:14:00,0.2636424704863905,106.44601380125508,8.597262046825652,90.56138441433627,1,0.2636424704863905,MEDIUM
2023-03-10 00:15:00,0.2650640588680905,124.01986539325328,8.23328680780212,90.56138441433627,0,0.2650640588680905,LOW
2023-03-10 00:16:00,0.373818018663584,64.44602761018669,8.042029978776528,90.56138441433627,1,0.373818018663584,MEDIUM
2023-03-10 00:17:00,0.5722807884690141,95.43561844421036,9.699500037061815,90.56138441433627,0,0.5722807884690141,LOW
2023-03-10 00:18:00,0.4887505167779041,123.23906380704337,7.065470190326469,90.56138441433627,0,0.4887505167779041,LOW
2023-03-10 00:19:00,0.3621062261782377,52.715678286863906,8.991369058526768,90.56138441433627,1,0.3621062261782377,MEDIUM
2023-03-10 00:20:00,0.6506676052501416,105.7936213797472,9.89018330264065,90.56138441433627,0,0.6506676052501416,LOW
2023-03-10 00:21:00,0.2255444745868376,73.78792058980406,8.680504550385526,90.56138441433627,0,0.2255444745868376,LOW
